Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_encode,Sentiment_Category
150,152,elation achieving fitness milestone, Elation       ,2019-06-15 10:00:00, FitnessAchiever2, Instagram , #Elation #FitnessMilestone                   ,25.0,50.0, UK           ,2019,6,15,10,89,neutre
151,153,euphoria successful product launch, Euphoria      ,2022-04-03 11:45:00, ProductLaunchJoy, Facebook , #Euphoria #ProductLaunchSuccess              ,15.0,30.0, USA       ,2022,4,3,11,109,positif
152,154,contentment embrace loved one, Contentment   ,2010-11-12 20:20:00, LovingEmbrace   , Twitter  , #Contentment #Love                             ,30.0,60.0, India    ,2010,11,12,20,57,positif
153,155,serenity found beauty sunset sea, Serenity      ,2011-07-22 18:30:00, SunsetWatcher2  , Instagram , #Serenity #SunsetViews                       ,22.0,45.0, Canada     ,2011,7,22,18,245,neutre
154,156,gratitude small joy day brings, Gratitude     ,2012-03-30 11:20:00, JoyfulHeart2    , Facebook , #Gratitude #SmallJoys                        ,15.0,30.0, Australia   ,2012,3,30,11,132,positif
155,157,hopeful potential personal growth, Hope          ,2013-10-05 16:40:00, GrowthOptimist  , Twitter  , #Hope #PersonalDevelopment                    ,18.0,35.0, UK       ,2013,10,5,16,151,neutre
156,158,empowerment learning new skill, Empowerment   ,2014-07-10 13:15:00, SkillEmpower    , Instagram , #Empowerment #SkillBuilding                   ,25.0,50.0, India   ,2014,7,10,13,95,positif
157,159,compassion volunteering local charity, Compassion    ,2015-12-18 14:20:00, CharityVolunteer, Facebook , #Compassion #VolunteerWork                   ,18.0,35.0, USA      ,2015,12,18,14,47,neutre
158,160,tenderness quiet moment shared pet, Tenderness    ,2016-02-10 19:45:00, PetLove         , Twitter  , #Tenderness #PetLove                          ,25.0,50.0, Canada   ,2016,2,10,19,261,neutre
159,161,arousal excitement upcoming festival, Arousal       ,2017-09-25 11:30:00, FestivalFan     , Instagram , #Arousal #FestivalExcitement               ,20.0,40.0, UK ,2017,9,25,11,22,neutre
160,162,enthusiasm diy home improvement project, Enthusiasm    ,2018-04-15 16:00:00, DIYEnthusiast   , Facebook , #Enthusiasm #HomeImprovement                 ,15.0,30.0, Australia   ,2018,4,15,16,102,neutre
161,163,fulfillment completing challenging puzzle, Fulfillment   ,2019-11-28 18:20:00, PuzzleMaster    , Twitter  , #Fulfillment #PuzzleChallenge                ,22.0,45.0, India    ,2019,11,28,18,125,positif
162,164,reverence wonder nature hiking trail, Reverence ,2020-05-11 15:00:00, NatureAdmirer   , Instagram , #Reverence #NatureExploration                ,18.0,35.0, USA        ,2020,5,11,15,234,neutre
163,165,elation surprise reunion childhood friend, Elation   ,2021-02-05 09:30:00, ChildhoodJoy    , Facebook , #Elation #FriendshipReunion                  ,25.0,50.0, Canada      ,2021,2,5,9,88,neutre
164,166,suffering despair another setback, Despair         ,2021-03-10 08:30:00, StrugglingSoul    , Twitter  , #Despair #Struggle                              ,5.0,10.0, USA          ,2021,3,10,8,75,neutre
165,167,overwhelmed grief missing loved one dearly, Grief           ,2022-07-05 15:45:00, MourningHeart     , Instagram , #Grief #Loss                                   ,8.0,15.0, Canada          ,2022,7,5,15,135,négatif
166,168,loneliness creep night grows colder, Loneliness      ,2019-11-18 21:20:00, SolitarySoul      , Facebook , #Loneliness #Isolation                         ,10.0,20.0, UK           ,2019,11,18,21,180,neutre
167,169,jealousy consumes witness others success, Jealousy        ,2020-08-12 11:30:00, EnviousObserver   , Twitter  , #Jealousy #Envy                               ,12.0,25.0, India        ,2020,8,12,11,170,positif
168,170,resentment building past betrayal, Resentment      ,2018-05-22 14:45:00, BitterHeart       , Instagram , #Resentment #Bitterness                       ,7.0,15.0, Australia     ,2018,5,22,14,231,négatif
169,171,frustration mount obstacle block path, Frustration     ,2017-01-30 16:10:00, BlockedGoals      , Facebook , #Frustration #Obstacles                       ,10.0,20.0, USA          ,2017,1,30,16,123,neutre
170,172,boredom set day feel endlessly dull, Boredom         ,2016-09-28 19:45:00, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8.0,15.0, Canada        ,2016,9,28,19,36,négatif
171,173,anxiety grip heart worry cloud thought, Anxiety         ,2019-04-15 09:00:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12.0,25.0, UK           ,2019,4,15,9,19,neutre
172,174,intimidation unknown future ahead, Intimidation    ,2021-12-03 18:30:00, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15.0,30.0, India        ,2021,12,3,18,165,négatif
173,175,helplessness sink challenge pile, Helplessness    ,2020-06-20 14:20:00, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8.0,15.0, Australia    ,2020,6,20,14,149,neutre
174,176,envy eats away see others prosperity, Envy            ,2018-11-07 11:30:00, CovetousMind     , Instagram , #Envy #Desire                                ,10.0,20.0, Canada        ,2018,11,7,11,105,neutre
175,177,regret missed opportunity haunt thought, Regret         ,2017-08-25 16:00:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12.0,25.0, UK           ,2017,8,25,16,227,neutre
176,178,disgust sight injustice cruelty, Disgust         ,2019-02-11 09:45:00, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7.0,15.0, India        ,2019,2,11,9,84,neutre
177,179,drowning despair hope slipping finger, Despair      ,2016-04-02 20:20:00, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10.0,20.0, USA          ,2016,4,2,20,74,négatif
178,180,grief weighs heavy tear constant companion, Grief           ,2015-10-18 15:30:00, TearfulSoul      , Facebook , #Grief #Tears                                ,12.0,25.0, Canada        ,2015,10,18,15,135,négatif
179,181,loneliness crowded room silent cry connection, Loneliness ,2019-07-12 18:10:00, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15.0,30.0, UK            ,2019,7,12,18,178,neutre
180,182,jealousy gnaws confidence toxic emotion, Jealousy        ,2018-06-03 16:30:00, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8.0,15.0, India         ,2018,6,3,16,170,neutre
181,183,resentment fester poisoning relationship, Resentment      ,2022-01-15 12:00:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10.0,20.0, Australia    ,2022,1,15,12,231,neutre
182,184,frustration boil volcanic eruption emotion, Frustration ,2017-04-10 14:45:00, ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12.0,25.0, USA          ,2017,4,10,14,122,neutre
183,185,boredom settle like dust life feel mundane, Boredom         ,2016-11-28 19:00:00, MundaneHeart     , Instagram , #Boredom #Monotony                          ,7.0,15.0, Canada        ,2016,11,28,19,36,négatif
184,186,anxiety grip chest relentless grip thought, Anxiety   ,2018-09-05 09:30:00, RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10.0,20.0, UK            ,2018,9,5,9,18,neutre
185,187,intimidation challenge ahead fear take hold, Intimidation ,2021-10-22 18:30:00, FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15.0,30.0, India         ,2021,10,22,18,164,neutre
186,188,helplessness engulfs drowning sea problem, Helplessness ,2019-05-08 14:20:00, OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8.0,15.0, Australia    ,2019,5,8,14,148,neutre
187,189,envy poison thought coveting others success, Envy            ,2017-03-20 11:30:00, GreenEyedMonster , Facebook , #Envy #Success                              ,10.0,20.0, Canada        ,2017,3,20,11,105,positif
188,190,regret decision led painful present, Regret         ,2018-12-15 16:00:00, RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12.0,25.0, USA          ,2018,12,15,16,227,négatif
189,191,disgust corruption stain society, Disgust         ,2016-07-01 09:45:00, CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7.0,15.0, UK            ,2016,7,1,9,84,neutre
190,192,sinking despair day darker last, Despair         ,2020-08-20 20:20:00, DrowningSoul     , Facebook , #Despair #DarkDays                          ,10.0,20.0, India         ,2020,8,20,20,75,neutre
191,193,grief overwhelms storm emotion within, Grief           ,2021-02-25 15:30:00, StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12.0,25.0, Canada        ,2021,2,25,15,135,négatif
192,194,loneliness echo empty space yearning connection, Loneliness ,2019-09-12 18:10:00, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15.0,30.0, Australia     ,2019,9,12,18,178,négatif
193,195,jealousy poison thought resentment brewing within, Jealousy    ,2018-08-05 16:30:00, PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8.0,15.0, USA           ,2018,8,5,16,169,neutre
194,196,resentment fester wound refuse heal, Resentment      ,2017-01-12 12:00:00, UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10.0,20.0, India         ,2017,1,12,12,231,neutre
195,197,frustration escalates thunderstorm emotion, Frustration     ,2022-04-05 14:45:00, ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12.0,25.0, UK            ,2022,4,5,14,123,neutre
196,198,boredom lingers stagnant pool indifference, Boredom         ,2021-10-02 19:00:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7.0,15.0, Canada        ,2021,10,2,19,36,neutre
197,199,embarking journey discovery fueled curiosity thirst knowledge, Curiosity       ,2023-04-15 10:15:00, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15.0,30.0, USA          ,2023,4,15,10,68,neutre
198,200,lost vast sea information indifferent wave digital ocean, Indifference    ,2022-11-28 17:30:00, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7.0,15.0, Canada          ,2022,11,28,17,158,neutre
199,201,complex puzzle life leaf state perpetual confusion seeking answer chaos, Confusion       ,2020-04-02 09:45:00, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10.0,20.0, UK           ,2020,4,2,9,53,négatif
200,202,numbness settle shield overwhelming emotion life throw way, Numbness        ,2021-08-10 14:00:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8.0,15.0, India        ,2021,8,10,14,203,positif
201,203,gazing sunset melancholic longing moment slip finger time, Melancholy      ,2019-06-18 20:45:00, SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12.0,25.0, Australia     ,2019,6,18,20,187,neutre
202,204,revisiting old photograph caught embrace nostalgia bittersweet symphony, Nostalgia       ,2018-02-05 15:15:00, MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10.0,20.0, USA          ,2018,2,5,15,201,positif
203,205,torn conflicting emotion ambivalence paint decision shade uncertainty, Ambivalence     ,2022-05-30 11:30:00, MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12.0,25.0, Canada        ,2022,5,30,11,12,neutre
204,206,embracing ebb flow life finding acceptance dance existence, Acceptance      ,2023-01-10 16:20:00, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15.0,30.0, UK           ,2023,1,10,16,1,neutre
205,207,facing challenge headon determination fuel fire within achieve impossible, Determination   ,2020-09-18 13:45:00, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10.0,20.0, India        ,2020,9,18,13,78,négatif
206,208,serenity found stillness nature tranquil retreat chaos modern world, Serenity        ,2021-07-03 19:00:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12.0,25.0, Australia    ,2021,7,3,19,246,positif
207,209,curiosity leading rabbit hole knowledge perpetual student life classroom, Curiosity       ,2022-10-08 08:15:00, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20.0,40.0, USA          ,2022,10,8,8,68,neutre
208,210,floating day air indifference detached mundane happening around, Indifference    ,2023-03-22 16:30:00, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10.0,20.0, Canada        ,2023,3,22,16,158,négatif
209,211,entangled web thought confusion reigning navigate labyrinth idea, Confusion       ,2021-05-15 11:45:00, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15.0,30.0, UK            ,2021,5,15,11,53,neutre
210,212,numb chaos emotion locked away stoic facade concealing inner turmoil, Numbness        ,2019-12-28 14:30:00, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8.0,15.0, Australia     ,2019,12,28,14,203,négatif
211,213,melancholy whisper breeze silent conversation echo forgotten dream, Melancholy      ,2020-03-01 19:00:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12.0,25.0, India         ,2020,3,1,19,187,neutre
212,214,stumbling upon old journal nostalgia flooding wave carrying moment long gone, Nostalgia       ,2018-07-10 15:45:00, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10.0,20.0, Canada        ,2018,7,10,15,201,positif
213,215,tapestry conflicting feeling weaving uncertainty caught thread ambivalence, Ambivalence     ,2022-01-05 10:30:00, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12.0,25.0, UK            ,2022,1,5,10,12,neutre
214,216,embracing flaw finding acceptance imperfection journey towards selflove, Acceptance      ,2021-08-20 16:20:00, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15.0,30.0, Australia    ,2021,8,20,16,1,neutre
215,217,determination burning like wildfire overcoming obstacle turning dream reality, Determination   ,2019-11-03 13:45:00, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18.0,35.0, USA          ,2019,11,3,13,78,neutre
216,218,tranquil moment ocean serenity washing peaceful retreat within wave embrace, Serenity        ,2020-04-12 19:30:00, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25.0,50.0, Canada        ,2020,4,12,19,246,positif
217,219,exploring new horizon spark curiosity adventurer vast landscape knowledge, Curiosity       ,2022-04-15 08:45:00, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22.0,45.0, India         ,2022,4,15,8,68,positif
218,220,drifting day nonchalant demeanor embracing art indifference, Indifference    ,2023-02-10 17:00:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9.0,18.0, UK            ,2023,2,10,17,158,neutre
219,221,wrestling thought perplexed mind lost labyrinth life complexity, Confusion       ,2020-08-05 12:15:00, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14.0,28.0, Australia    ,2020,8,5,12,53,positif
220,222,immersed state emotional numbness shield storm daily struggle, Numbness        ,2021-12-01 15:30:00, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10.0,20.0, USA          ,2021,12,1,15,203,neutre
221,223,melancholic symphony playing background soundtrack wistful heart, Melancholy      ,2019-03-25 21:00:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,187,neutre
222,224,flipping page old yearbook nostalgia painting smile tear face, Nostalgia       ,2017-06-18 14:45:00, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,201,positif
223,225,torn opposing emotion ambivalence color decision shade uncertainty, Ambivalence     ,2022-07-08 11:30:00, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,12,neutre
224,226,embracing life imperfection finding acceptance journey scar, Acceptance      ,2023-05-15 16:20:00, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,1,neutre
225,227,fiery determination burning within fueled vision reaching unparalleled height, Determination   ,2021-09-10 14:45:00, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,78,neutre
226,228,basking serenity quiet forest whisper nature bring peace soul, Serenity        ,2020-02-28 18:30:00, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,246,neutre
227,231,indifferent noise world silent observer midst life cacophony, Indifference    ,2023-03-10 16:30:00, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,158,neutre
228,232,navigating labyrinth thought confusion constant companion maze idea, Confusion       ,2021-05-02 11:45:00, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,53,neutre
229,233,impenetrable numbness shield emotional storm fortress stoic resilience, Numbness        ,2019-10-18 14:30:00, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,203,neutre
230,234,melancholy painting world hue nostalgia canvas bittersweet memory, Melancholy      ,2020-01-05 20:00:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,187,neutre
231,235,journey past flipping page old diary nostalgia taking lead, Nostalgia       ,2018-08-10 15:45:00, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,201,négatif
232,236,ambivalence clouding decision caught crossroad conflicting emotion, Ambivalence     ,2022-01-15 10:30:00, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,12,neutre
233,237,embracing imperfection finding acceptance mosaic life beautiful chaos, Acceptance      ,2021-07-20 16:20:00, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,1,positif
234,238,determination driving force propelling forward path extraordinary achievement, Determination   ,2019-12-03 13:45:00, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,78,positif
235,239,seeking serenity melody raindrop tranquil escape noise everyday life, Serenity        ,2020-04-12 19:30:00, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,246,négatif
236,240,curiosity driving exploration unknown seeker knowledge uncharted territory, Curiosity       ,2022-05-08 08:45:00, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,68,négatif
237,241,drifting day air nonchalance indifferent triviality life, Indifference    ,2023-02-22 17:00:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,158,neutre
238,242,lost labyrinth thought confusion casting shadow quest clarity, Confusion       ,2020-06-05 12:15:00, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,53,neutre
239,243,wrapped cloak emotional numbness shield storm life turbulence, Numbness        ,2021-11-30 15:30:00, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,203,neutre
240,244,melancholy companion painting canvas life brushstrokes wistful yearning, Melancholy      ,2019-02-25 21:00:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,187,neutre
241,245,leafing page old photo album nostalgia weaving tale laughter tear, Nostalgia       ,2017-05-18 14:45:00, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,201,positif
242,246,ambivalence air caught crossroad conflicting emotion decision, Ambivalence     ,2022-08-05 11:30:00, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,12,neutre
243,247,embracing beauty imperfection finding acceptance mosaic life unpredictable art, Acceptance      ,2023-06-15 16:20:00, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,1,négatif
244,248,determination ablaze forging path challenge sculpting dream tangible reality, Determination   ,2021-10-10 14:45:00, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,78,neutre
245,249,immerse serenity moonlit night quiet whisper nature bring peace soul, Serenity        ,2020-05-12 19:30:00, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,246,neutre
246,250,fueled curiosity venturing uncharted realm fearless explorer mystery world, Curiosity       ,2022-12-01 09:15:00, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,68,neutre
247,251,wrapped cloak emotional numbness shield storm life turbulence, Numbness ,2021-11-30 15:30:00, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,202,neutre
248,252,dancing life exuberance carefree spirit embracing joy zest every turn, Zest ,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,278,positif
249,253,basking golden glow contentment serene river flowing landscape heart, Contentment ,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,56,positif
250,254,gazing towards horizon hopeful eye painting canvas dream illuminated sun optimism, Hopeful ,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,152,neutre
251,255,standing tall proud oak branch achievement reaching towards sky accomplishment, Proud ,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,220,positif
252,256,heart overflowing gratitude garden appreciation bloom soil kindness connection, Grateful ,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,127,neutre
253,257,extending hand empathetic thread weaving tapestry understanding embracing joy sorrow others, Empathetic ,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,94,positif
254,258,compassionate cloud heavy care showering empathy parched ground human suffering, Compassionate ,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,48,négatif
255,259,playfully dancing rain laughter whimsical spirit twirling puddle joy lightheartedness, Playful ,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,211,positif
256,260,soaring wing free spirit unburdened chain conformity painting sky independence, Free-spirited ,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,118,positif
257,261,bathed glow inspiration creative phoenix rising ash ordinary thought explore new realm, Inspired ,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,163,positif
258,262,navigating sea hope sailing towards sunrise possibility confident ship positive anticipation, Hopeful ,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,152,positif
259,263,striding confidence footprint selfassuredness imprinted sand challenge conquered victory claimed, Confident ,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,50,neutre
260,264,lost symphony night moonlit serenade whisper tale wanderlust moonlit dream, Serenity ,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,243,neutre
261,265,unveiling layer curiosity labyrinth question leading treasure trove undiscovered knowledge, Curiosity ,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,64,neutre
262,266,embrace autumn breeze leaf ambivalence dancing waltz choice uncertainty, Ambivalence ,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,11,neutre
263,267,gratitude guiding star navigating constellation blessing vast universe life precious moment, Grateful ,2022-03-12 19:55:00, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19,127,positif
264,268,zestful heart sprinting field enthusiasm chasing sunbeam laughter meadow joy, Zest ,2023-03-30 16:30:00, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16,278,positif
265,269,compassionate rain tear empathy falling gently nurturing seed kindness garden human connection, Compassionate ,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,48,positif
266,270,proudly scaling peak achievement mountaineer conquering challenge planting flag success, Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,220,positif
267,271,embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow, Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,152,neutre
268,272,playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere, Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,211,neutre
269,273,floating cloud inspiration artist painting sky stroke creativity creating masterpiece dream, Inspired ,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,163,neutre
270,274,navigating river contentment serene boat cruise tranquil water inner peace acceptance, Contentment ,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,56,neutre
271,275,empathy lantern wandering dark alley sorrow illuminating path compassion care, Empathetic ,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,94,négatif
272,276,free spirit soaring wing dream leaving trail independence azure sky boundless possibility, Free-spirited ,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,118,positif
273,277,bathed golden hue gratefulness sunset appreciation casting warm glow landscape heart, Grateful ,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,127,positif
274,278,confident stride dance life ballroom selfassuredness lead twirling challenge grace, Confident ,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,50,positif
275,279,hopeful whisper wind carrying promise brighter tomorrow symphony optimism air possibility, Hopeful ,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,152,neutre
276,280,playfully juggling responsibility circus performer balancing act work joy tossing laughter air, Playful ,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,211,positif
277,281,whispering tale inspiration star storyteller crafting constellation thread imagination, Inspired ,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,163,neutre
278,282,charting course wave hopeful anticipation sailor steering towards shore dream yet unexplored, Hopeful ,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,152,neutre
279,283,compassionate rain tear empathy falling gently nurturing seed kindness garden human connection, Compassionate ,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,48,positif
280,284,proudly scaling peak achievement mountaineer conquering challenge planting flag success, Proud ,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,220,positif
281,285,embraced hopeful dawn gardener sowing seed optimism tending bloom brighter tomorrow, Hopeful ,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,152,neutre
282,286,playful escapade carnival life carousel laughter cotton candy dream swirling joyous atmosphere, Playful ,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,211,neutre
